feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=nell gwynne,-0.004519277,-0.001780611,-0.003503954
keyword=tech noir,-0.007829091,-0.00308469,-0.00607017
keyword=brain capacity,-0.006391824,-0.002518402,-0.004955806
keyword=rapper,-0.009041107,-0.003562229,-0.007009888
keyword=marriage engagement,-0.004519277,-0.001780611,-0.003503954
keyword=cannibalism,-0.011075135,-0.004363644,-0.008586942
keyword=shot in the crotch,-0.006391824,-0.002518402,0.005618571
keyword=sedative,0.041655563,-0.001780611,0.041355104
keyword=mountaineer,0.041655563,-0.001780611,-0.003503954
keyword=one woman army,-0.006391824,-0.002518402,-0.004955806
keyword=youth,-0.004519277,-0.001780611,-0.003503954
keyword=black comedy,-0.004574441,-0.006670605,-0.009125407
keyword=character says i have a bad feeling about this,-0.004519277,-0.001780611,-0.003503954
keyword=caddy,-0.006391824,-0.002518402,-0.004955806
keyword=lesbian sex,-0.010109217,-0.003983068,-0.007838032
keyword=police officer shot in the chest,-0.006391824,-0.002518402,-0.004955806
keyword=forced prostitution,-0.004519277,-0.001780611,-0.003503954
keyword=bouquet of roses,-0.004519277,-0.001780611,-0.003503954
keyword=murder weapon,-0.004519277,-0.001780611,-0.003503954
keyword=pregnant with an alien fetus,-0.004519277,-0.001780611,-0.003503954
keyword=threatened with a gun,0.041655563,-0.001780611,-0.003503954
keyword=mystery writer,-0.004519277,-0.001780611,-0.003503954
keyword=inspired by radio program,-0.004519277,-0.001780611,-0.003503954
keyword=king arthur,-0.006391824,-0.002518402,-0.004955806
keyword=exchange student,-0.004519277,-0.001780611,-0.003503954
keyword=planet,-0.023098298,-0.009100813,-0.01496947
keyword=ice cream truck,-0.004519277,-0.001780611,-0.003503954
keyword=movie studio,0.041655563,0.105723803,0.071261143
keyword=cross country,-0.009041107,-0.003562229,-0.007009888
keyword=f word,0.010548579,0.044112479,0.01892082
keyword=2000s,-0.015671468,-0.006174615,-0.012150641
keyword=artificial organ,-0.004519277,-0.001780611,-0.003503954
keyword=vomiting on someone,-0.004519277,-0.001780611,-0.003503954
keyword=greaser,-0.004519277,-0.001780611,-0.003503954
keyword=retired,-0.004519277,-0.001780611,-0.003503954
keyword=shaft,-0.004519277,-0.001780611,0.011449065
keyword=late night,0.041655563,-0.001780611,0.071261143
keyword=cuban missile crisis,-0.004519277,-0.001780611,-0.003503954
keyword=letter of resignation,-0.004519277,-0.001780611,-0.003503954
keyword=contract,0.014052835,-0.003562229,0.000468733
keyword=diorama,-0.004519277,-0.001780611,-0.003503954
keyword=semi truck and trailer,-0.004519277,-0.001780611,-0.003503954
keyword=cover band,-0.004519277,-0.001780611,-0.003503954
keyword=campus,-0.006391824,-0.002518402,-0.004955806
keyword=mix up,-0.004519277,-0.001780611,-0.003503954
keyword=neglected wife,-0.004519277,-0.001780611,-0.003503954
keyword=burglary,-0.007829091,-0.00308469,-0.00607017
keyword=toy comes to life,-0.006391824,-0.002518402,-0.004955806
keyword=dictating a letter,0.041655563,-0.001780611,-0.003503954
keyword=candidate,-0.004519277,-0.001780611,-0.003503954
keyword=imperial seal,-0.004519277,-0.001780611,-0.003503954
keyword=subway robbery,-0.004519277,-0.001780611,-0.003503954
keyword=warp speed,-0.004519277,-0.001780611,-0.003503954
keyword=volunteer,-0.004519277,-0.001780611,-0.003503954
keyword=manipulative personality,-0.004519277,-0.001780611,-0.003503954
keyword=dwarf,-0.010109217,-0.003983068,-0.007838032
keyword=writer director,-0.004519277,-0.001780611,-0.003503954
keyword=peru,-0.004519277,-0.001780611,0.011449065
keyword=rumble in the jungle,-0.004519277,-0.001780611,-0.003503954
keyword=tenant,-0.004519277,-0.001780611,-0.003503954
keyword=dual role,-0.006391824,-0.002518402,-0.004955806
keyword=fda,0.041655563,-0.001780611,0.041355104
keyword=nomad,-0.006391824,-0.002518402,-0.004955806
keyword=naked woman,-0.004519277,-0.001780611,-0.003503954
keyword=freak accident,-0.007829091,-0.00308469,-0.00607017
keyword=specialist,-0.004519277,-0.001780611,-0.003503954
keyword=choking,-0.004519277,-0.001780611,-0.003503954
keyword=reading,0.045499062,-0.00308469,0.011199341
keyword=wardrobe,-0.004519277,-0.001780611,-0.003503954
keyword=toy store,-0.004519277,-0.001780611,-0.003503954
keyword=lifting someone into the air,-0.007829091,-0.00308469,-0.00607017
keyword=meteorologist,-0.004519277,-0.001780611,-0.003503954
keyword=reservation,-0.006391824,-0.002518402,-0.004955806
keyword=real life father and daughter playing father and daughter,0.041655563,-0.001780611,0.041355104
keyword=fisting,-0.004519277,-0.001780611,-0.003503954
keyword=rescue mission,-0.007829091,-0.00308469,0.011199341
keyword=spain,-0.010109217,-0.003983068,0.01892082
keyword=impersonating a police officer,-0.006391824,-0.002518402,-0.004955806
keyword=bamboo cane,-0.004519277,-0.001780611,-0.003503954
keyword=ouija,-0.006391824,-0.002518402,-0.004955806
keyword=fight club,-0.004519277,-0.001780611,-0.003503954
keyword=toilet,-0.009041107,-0.003562229,-0.007009888
keyword=call in,-0.004519277,-0.001780611,-0.003503954
keyword=reference to frankenstein,-0.004519277,-0.001780611,-0.003503954
keyword=exercise bicycle,-0.004519277,-0.001780611,-0.003503954
keyword=stylized violence,-0.007829091,-0.00308469,-0.00607017
keyword=lightsaber,-0.004519277,-0.001780611,-0.003503954
keyword=defection,-0.007829091,-0.00308469,0.002564586
keyword=sex change,-0.006391824,-0.002518402,-0.004955806
keyword=martial artist,-0.007829091,-0.00308469,-0.00607017
keyword=comic violence,-0.006391824,-0.002518402,-0.004955806
keyword=looking at self in mirror,-0.004519277,-0.001780611,-0.003503954
keyword=old age,0.018834985,0.0589947,0.037103608
keyword=critique of capitalism,-0.006391824,-0.002518402,0.005618571
keyword=macau,-0.004519277,-0.001780611,-0.003503954
keyword=apology,-0.006391824,-0.002518402,-0.004955806
keyword=avoidant personality disorder,-0.004519277,-0.001780611,-0.003503954
keyword=priest,0.000539378,0.009901786,0.010868148
keyword=defense,-0.004519277,-0.001780611,-0.003503954
keyword=billings montana,0.041655563,-0.001780611,-0.003503954
keyword=alternate timeline,-0.009041107,-0.003562229,-0.007009888
keyword=adopted daughter,-0.004519277,-0.001780611,-0.003503954
keyword=slow motion,-0.007829091,-0.00308469,-0.00607017
keyword=glory hole,-0.004519277,-0.001780611,-0.003503954
keyword=latina,-0.006391824,-0.002518402,-0.004955806
keyword=sudden change in size,-0.006391824,-0.002518402,-0.004955806
keyword=wild west,-0.007829091,-0.00308469,-0.00607017
keyword=kicked in the butt,-0.004519277,-0.001780611,-0.003503954
keyword=borneo,-0.004519277,-0.001780611,-0.003503954
keyword=moving,-0.007829091,-0.00308469,-0.00607017
keyword=skidding truck,-0.004519277,-0.001780611,-0.003503954
keyword=blade,-0.006391824,-0.002518402,-0.004955806
keyword=cedar rapids iowa,-0.004519277,-0.001780611,-0.003503954
keyword=dominican,-0.004519277,-0.001780611,-0.003503954
keyword=speech therapist,0.041655563,0.105723803,0.056308124
keyword=swastika tattoo,-0.004519277,-0.001780611,-0.003503954
keyword=satyagraha,-0.004519277,-0.001780611,-0.003503954
keyword=unrequited love,0.040423301,-0.004713718,0.018998692
keyword=woman in bra and panties,-0.004519277,-0.001780611,-0.003503954
keyword=music score features flute,0.041655563,-0.001780611,0.026402085
keyword=attack,-0.009041107,-0.003562229,0.000468733
keyword=geek,-0.007829091,-0.00308469,-0.00607017
keyword=reference to the shawshank redemption,-0.004519277,-0.001780611,-0.003503954
keyword=gang that lives together,-0.004519277,-0.001780611,-0.003503954
keyword=reluctant hero,-0.004519277,-0.001780611,-0.003503954
keyword=cowboy,-0.015671468,-0.006174615,-0.012150641
keyword=market economy,-0.004519277,-0.001780611,-0.003503954
keyword=crime family,0.018834985,0.0589947,0.019834097
keyword=congenital liar,-0.004519277,-0.001780611,0.011449065
keyword=drive in,-0.004519277,-0.001780611,-0.003503954
keyword=pet shop,-0.004519277,-0.001780611,-0.003503954
keyword=car wash,-0.006391824,-0.002518402,-0.004955806
keyword=aviation,0.058915408,-0.002518402,0.058490455
keyword=new york cosmos,-0.004519277,-0.001780611,-0.003503954
keyword=banking,0.041655563,-0.001780611,0.011449065
keyword=card trick,-0.004519277,-0.001780611,-0.003503954
keyword=tsunami,-0.010109217,-0.003983068,-0.007838032
keyword=incubus,-0.004519277,-0.001780611,0.011449065
keyword=talking to oneself,-0.004519277,-0.001780611,0.011449065
keyword=martial arts school,-0.004519277,-0.001780611,-0.003503954
keyword=perfect man,-0.004519277,-0.001780611,-0.003503954
keyword=no dialog,-0.004519277,-0.001780611,-0.003503954
keyword=mistress,0.052553278,0.071027586,0.037694382
keyword=serum,0.018834985,-0.00308469,-0.00607017
keyword=computer hacker,-0.011963641,-0.004713718,-0.003620927
keyword=1830s,-0.004519277,-0.001780611,-0.003503954
keyword=jerusalem,-0.010109217,-0.003983068,-0.007838032
keyword=magical realism,0.010548579,-0.003983068,0.01892082
keyword=attorney,0.022960987,-0.004713718,-0.003620927
keyword=estate,0.026261792,0.073505855,0.016192947
keyword=medium format camera,-0.006391824,-0.002518402,-0.004955806
keyword=latin music,-0.004519277,-0.001780611,-0.003503954
keyword=safecracker,-0.004519277,-0.001780611,-0.003503954
keyword=snowmobile,-0.006391824,-0.002518402,-0.004955806
keyword=leeds united,-0.004519277,-0.001780611,-0.003503954
keyword=bechdel test failed,-0.004519277,-0.001780611,-0.003503954
keyword=force field,-0.004519277,-0.001780611,-0.003503954
keyword=scientist,-0.018061017,-0.012391378,-0.022216327
keyword=strong female lead,-0.011075135,-0.004363644,-0.008586942
keyword=trumpet,-0.004519277,-0.001780611,-0.003503954
keyword=african american policeman,-0.004519277,-0.001780611,-0.003503954
keyword=racehorse,-0.004519277,-0.001780611,-0.003503954
keyword=grindhouse,-0.007829091,-0.00308469,-0.00607017
keyword=villainess,-0.004519277,-0.001780611,-0.003503954
keyword=india,0.029726968,0.015328483,0.032950198
keyword=kickboxing,-0.004519277,-0.001780611,-0.003503954
keyword=father in law,-0.006391824,-0.002518402,-0.004955806
keyword=anti hero,-0.006391824,-0.002518402,-0.004955806
keyword=jujitsu,-0.006391824,-0.002518402,-0.004955806
keyword=order,-0.004519277,-0.001780611,-0.003503954
keyword=australia,0.020137306,-0.006670605,0.018883425
keyword=driving through a gate,-0.004519277,-0.001780611,-0.003503954
keyword=kremlin,-0.004519277,-0.001780611,-0.003503954
keyword=ski resort,-0.004519277,-0.001780611,-0.003503954
keyword=freddy krueger,-0.012790875,-0.005039651,-0.009917216
keyword=sex on stairs,-0.004519277,-0.001780611,-0.003503954
keyword=sarcasm,-0.004519277,-0.001780611,-0.003503954
keyword=ballet school,-0.004519277,-0.001780611,0.011449065
keyword=battle of the bulge,0.026261792,-0.002518402,0.016192947
keyword=naval,0.026261792,-0.002518402,-0.004955806
keyword=nuclear waste,-0.004519277,-0.001780611,-0.003503954
keyword=toxic waste,-0.006391824,-0.002518402,-0.004955806
keyword=ex con,-0.004519277,-0.001780611,-0.003503954
keyword=ex cop,-0.009041107,-0.003562229,-0.007009888
keyword=girl in panties,-0.013568051,-0.005345861,-0.010519787
keyword=christmas season,-0.004519277,-0.001780611,-0.003503954
keyword=kick the can,-0.004519277,-0.001780611,-0.003503954
keyword=workaholic,-0.006391824,-0.002518402,-0.004955806
keyword=disney,0.003545163,-0.005039651,0.000663139
keyword=con,0.014052835,0.050205163,0.045340465
keyword=tale,-0.004519277,-0.001780611,-0.003503954
keyword=interlinked stories,0.041655563,-0.001780611,0.056308124
keyword=cow,0.018834985,-0.00308469,0.002564586
keyword=critically bashed,-0.026039819,-0.010259784,-0.020189589
keyword=cop,-0.007829091,-0.00308469,-0.00607017
keyword=meta film,0.041655563,0.105723803,0.086214163
keyword=gambling syndicate,-0.004519277,-0.001780611,-0.003503954
keyword=dollar bill,-0.004519277,-0.001780611,-0.003503954
keyword=hyperactive,-0.004519277,-0.001780611,-0.003503954
keyword=shoes,-0.004519277,-0.001780611,-0.003503954
keyword=hawaiian,-0.004519277,-0.001780611,-0.003503954
keyword=sword,0.005498673,-0.004713718,0.013343787
keyword=reference to fidel castro,-0.004519277,-0.001780611,-0.003503954
keyword=passion,-0.009041107,-0.003562229,0.000468733
keyword=national spelling bee,-0.004519277,-0.001780611,-0.003503954
keyword=coffee shop,-0.004519277,-0.001780611,-0.003503954
keyword=absurd humor,-0.006391824,-0.002518402,-0.004955806
keyword=dump,-0.004519277,-0.001780611,-0.003503954
keyword=steampunk,0.014052835,-0.003562229,0.030383221
keyword=war trauma,-0.006391824,-0.002518402,-0.004955806
keyword=real life sisters playing sisters,-0.004519277,-0.001780611,-0.003503954
keyword=white supremacist,-0.004519277,-0.001780611,-0.003503954
keyword=tripod,-0.004519277,-0.001780611,-0.003503954
keyword=public nudity,-0.011963641,-0.004713718,-0.009275832
keyword=teenager,-0.031449909,-0.012391378,-0.024384222
keyword=replacement,0.026261792,0.073505855,0.037341701
keyword=supernatural,-0.017526194,-0.006905384,-0.013588675
keyword=principal,-0.009041107,-0.003562229,-0.007009888
keyword=quitting a job,-0.006391824,-0.002518402,-0.004955806
keyword=cult,-0.013568051,-0.005345861,-0.010519787
keyword=armed forces,-0.004519277,-0.001780611,-0.003503954
keyword=jet,-0.004519277,-0.001780611,-0.003503954
keyword=jew,0.051257575,0.046695738,0.034630425
keyword=wrong number,-0.004519277,-0.001780611,-0.003503954
keyword=wedding dress,-0.006391824,-0.002518402,-0.004955806
keyword=fictitious country,-0.006391824,-0.002518402,-0.004955806
keyword=korean,-0.004519277,-0.001780611,-0.003503954
keyword=natural disaster,-0.009041107,-0.003562229,-0.007009888
keyword=anthology,0.005498673,-0.004713718,0.002033978
keyword=telegraph office,0.041655563,-0.001780611,0.011449065
keyword=count,0.037146777,-0.003562229,-0.007009888
keyword=great britain,0.041655563,-0.001780611,0.011449065
keyword=outlaw gang,-0.004519277,-0.001780611,-0.003503954
keyword=wilhelm scream,-0.011075135,-0.004363644,-0.008586942
keyword=kicked in the face,-0.006391824,-0.002518402,-0.004955806
keyword=senate,0.041655563,-0.001780611,0.011449065
keyword=first love,-0.004519277,-0.001780611,-0.003503954
keyword=tragic hero,-0.006391824,-0.002518402,-0.004955806
keyword=master thief,-0.004519277,-0.001780611,-0.003503954
keyword=delaware,-0.006391824,-0.002518402,-0.004955806
keyword=hoax,-0.006391824,-0.002518402,-0.004955806
keyword=bus,0.011015234,0.024891418,0.022417689
keyword=bum,-0.004519277,-0.001780611,-0.003503954
keyword=caper,-0.006391824,-0.002518402,-0.004955806
keyword=north carolina,-0.011075135,-0.004363644,-0.008586942
keyword=expecting twins,-0.004519277,-0.001780611,-0.003503954
keyword=self deception,-0.004519277,-0.001780611,0.011449065
keyword=pederasty,-0.004519277,-0.001780611,-0.003503954
keyword=scotland yard,0.026261792,-0.002518402,0.016192947
keyword=mariachi,-0.006391824,-0.002518402,-0.004955806
keyword=bow and arrow,-0.004519277,-0.001780611,-0.003503954
keyword=afterlife,-0.011963641,-0.004713718,-0.009275832
keyword=winnebago,-0.006391824,-0.002518402,-0.004955806
keyword=epilepsy,-0.004519277,-0.001780611,-0.003503954
keyword=22nd century,-0.004519277,-0.001780611,-0.003503954
keyword=nazi occupied netherlands,0.041655563,-0.001780611,0.041355104
keyword=rock,-0.004519277,-0.001780611,-0.003503954
keyword=spinning in chair,-0.004519277,-0.001780611,-0.003503954
keyword=murder of a police officer,-0.006391824,-0.002518402,-0.004955806
keyword=mechanic,0.010548579,-0.003983068,-0.007838032
keyword=education,0.018834985,-0.00308469,0.002564586
keyword=pentagon,-0.004519277,-0.001780611,-0.003503954
keyword=american soldier,-0.004519277,-0.001780611,-0.003503954
keyword=evil dead,-0.006391824,-0.002518402,-0.004955806
keyword=chinese,-0.01631292,-0.00642735,-0.012647981
keyword=trucker,-0.009041107,-0.003562229,-0.007009888
keyword=black ops,-0.004519277,-0.001780611,-0.003503954
keyword=pizza parlor,-0.004519277,-0.001780611,-0.003503954
keyword=whistling,0.041655563,0.105723803,0.011449065
keyword=babysitting,-0.009041107,-0.003562229,-0.007009888
keyword=snow,-0.01631292,-0.00642735,-0.00019224
keyword=neo nazi,-0.007829091,-0.00308469,-0.00607017
keyword=newlywed,-0.009041107,-0.003562229,-0.007009888
keyword=fight,-0.016120632,-0.011859337,-0.01202009
keyword=young couple,-0.004519277,-0.001780611,-0.003503954
keyword=humor,-0.006391824,-0.002518402,-0.004955806
keyword=unhappily married woman,-0.004519277,-0.001780611,-0.003503954
keyword=mythology,-0.004519277,-0.001780611,-0.003503954
